,state_name,Total Population_state,Hispanic or Latino_state,Not Hispanic or Latino:,Population of one race:_state,Population of two or more races:_state,FRACTotal,White Alone and in Combination_state,Black Alone and in Combination_state,Asian Alone and in Combination_state,Other Alone and in Combination_state,Native Alone and in Combination_state,NHPI Alone and in Combination_state,Calc Total (Not Latino),Asian/NHPI Alone and in Combination_state,state,Location,Total Population_area,Hispanic or Latino_area,Population of one race:_area,Population of two or more races:_area,White Alone and in Combination_area,Black Alone and in Combination_area,Asian Alone and in Combination_area,Other Alone and in Combination_area,Native Alone and in Combination_area,NHPI Alone and in Combination_area,city,Asian/NHPI Alone and in Combination_area
231,Illinois,12812508.0,2337410.0,10475098.0,10060243.0,414855.0,414855.0,7660320.933,1844748.767,798736.15,90745.267,73605.05,6941.833,10475098.0,805677.983,IL,"Taylorville, IL Micro Area",34032.0,1094.0,31905.0,1033.0,31726.667,475.5,222.667,204.5,301.5,7.167,Taylorville,229.834
232,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Angola, IN Micro Area",34435.0,1427.0,32019.0,989.0,31923.733,325.067,249.233,229.2,270.9,9.867,Angola,259.1
233,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Auburn, IN Micro Area",43265.0,1185.0,40825.0,1255.0,40835.75,287.583,275.25,209.333,412.417,59.667,Auburn,334.91700000000003
234,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Bedford, IN Micro Area",45011.0,765.0,42850.0,1396.0,42897.333,303.833,280.0,213.833,535.417,15.583,Bedford,295.583
235,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Bloomington, IN Metro Area",161039.0,6655.0,146765.0,7619.0,135948.767,6133.183,9306.733,1302.45,1585.267,107.6,Bloomington,9414.333
236,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Bluffton, IN Micro Area",28180.0,1019.0,26445.0,716.0,26340.75,300.75,163.083,123.167,222.25,11.0,Bluffton,174.083
237,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Cincinnati, OH-KY-IN Metro Area",2256884.0,95073.0,2064802.0,97009.0,1757813.317,288102.933,75070.017,17057.933,21022.6,2744.2,Cincinnati,77814.217
238,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Columbus, IN Metro Area",82208.0,7257.0,72013.0,2938.0,65800.85,2208.517,5581.433,561.833,715.183,83.183,Columbus,5664.616
239,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Connersville, IN Micro Area",23398.0,273.0,22429.0,696.0,22347.283,377.533,85.45,105.75,203.867,5.117,Connersville,90.56700000000001
240,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Crawfordsville, IN Micro Area",37936.0,2281.0,34490.0,1165.0,34313.083,465.25,304.083,173.667,369.917,29.0,Crawfordsville,333.083
241,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Decatur, IN Micro Area",35809.0,1637.0,33520.0,652.0,33389.367,241.867,165.45,122.117,237.867,15.333,Decatur,180.783
242,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Elkhart-Goshen, IN Metro Area",207047.0,39594.0,159469.0,7984.0,148840.0,12620.667,2685.25,1418.5,1779.083,109.5,Elkhart-Goshen,2794.75
243,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Evansville, IN-KY Metro Area",314049.0,9439.0,290882.0,13728.0,268228.883,25283.15,5155.567,2144.583,2974.567,823.25,Evansville,5978.817
244,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Fort Wayne, IN Metro Area",419601.0,33764.0,367257.0,18580.0,310565.717,47893.883,19787.133,3462.367,3820.717,307.183,Fort Wayne,20094.316000000003
245,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Frankfort, IN Micro Area",33190.0,6142.0,26195.0,853.0,26222.333,270.333,109.25,157.333,263.75,25.0,Frankfort,134.25
246,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Greensburg, IN Micro Area",26472.0,614.0,25095.0,763.0,25137.633,164.133,178.217,114.083,249.133,14.8,Greensburg,193.01700000000002
247,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Huntington, IN Micro Area",36662.0,1050.0,34488.0,1124.0,34421.25,317.167,216.083,204.25,439.167,14.083,Huntington,230.166
248,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Indianapolis-Carmel-Anderson, IN Metro Area",2111040.0,177787.0,1847557.0,85696.0,1478235.05,330266.45,88671.367,16890.85,17614.783,1574.5,Indianapolis-Carmel-Anderson,90245.867
249,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Jasper, IN Micro Area",55887.0,4326.0,50485.0,1076.0,50318.0,330.333,318.917,241.25,330.0,22.5,Jasper,341.417
250,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Kendallville, IN Micro Area",47457.0,5250.0,40851.0,1356.0,40896.083,316.083,329.917,254.5,394.833,15.583,Kendallville,345.5
251,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Kokomo, IN Metro Area",83658.0,3060.0,76447.0,4151.0,70445.367,7312.867,1222.117,584.117,983.667,49.867,Kokomo,1271.984
252,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Lafayette-West Lafayette, IN Metro Area",223716.0,20292.0,192291.0,11133.0,170004.9,12538.983,15963.65,1738.5,1700.317,1477.65,Lafayette-West Lafayette,17441.3
253,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Logansport, IN Micro Area",37870.0,6675.0,30070.0,1125.0,29279.75,712.417,648.25,193.333,341.0,20.25,Logansport,668.5
254,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Louisville/Jefferson County, KY-IN Metro Area",1285439.0,82964.0,1146373.0,56102.0,944434.783,198797.7,35766.35,9720.55,12471.783,1283.833,Louisville/Jefferson County,37050.183
255,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Madison, IN Micro Area",33147.0,1111.0,31018.0,1018.0,30512.5,665.833,329.167,204.333,301.75,22.417,Madison,351.58399999999995
256,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Marion, IN Micro Area",66674.0,3412.0,60009.0,3253.0,56051.083,5324.583,618.917,477.583,755.75,34.083,Marion,653.0
257,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Michigan City-La Porte, IN Metro Area",112417.0,7985.0,99309.0,5123.0,88390.833,12848.833,936.75,1053.25,1145.333,57.0,Michigan City-La Porte,993.75
258,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Muncie, IN Metro Area",111903.0,3533.0,103555.0,4815.0,95602.733,9186.233,1633.067,771.9,1078.833,97.233,Muncie,1730.3
259,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"New Castle, IN Micro Area",48914.0,977.0,46546.0,1391.0,45767.667,1279.917,267.083,204.25,399.917,18.167,New Castle,285.25
260,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"North Vernon, IN Micro Area",27613.0,859.0,25974.0,780.0,26048.667,243.833,76.667,116.0,264.333,4.5,North Vernon,81.167
261,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Peru, IN Micro Area",35962.0,1186.0,33432.0,1344.0,31768.483,2002.733,179.4,190.25,618.733,16.4,Peru,195.8
262,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Plymouth, IN Micro Area",46095.0,5251.0,39570.0,1274.0,39532.333,316.167,338.833,286.167,359.5,11.0,Plymouth,349.833
263,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Richmond, IN Micro Area",66553.0,2495.0,60907.0,3151.0,58186.017,3774.6,828.9,568.45,677.35,22.683,Richmond,851.583
264,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Scottsburg, IN Micro Area",24384.0,535.0,23090.0,759.0,23203.5,150.5,122.5,103.0,251.833,17.667,Scottsburg,140.167
265,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Seymour, IN Micro Area",46428.0,6251.0,38936.0,1241.0,38416.067,608.65,530.15,207.567,403.167,11.4,Seymour,541.55
266,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"South Bend-Mishawaka, IN-MI Metro Area",324501.0,28737.0,279491.0,16273.0,239455.633,41147.683,7988.633,3021.55,3858.767,291.733,South Bend-Mishawaka,8280.366
267,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Terre Haute, IN Metro Area",185031.0,4426.0,173667.0,6938.0,165219.1,9439.517,2569.6,1337.833,1931.35,107.6,Terre Haute,2677.2
268,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Vincennes, IN Micro Area",36282.0,1005.0,34190.0,1087.0,33551.183,837.433,318.183,227.167,315.183,27.85,Vincennes,346.033
269,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Wabash, IN Micro Area",30976.0,897.0,29154.0,925.0,29081.983,258.067,198.317,147.083,374.567,18.983,Wabash,217.3
270,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Warsaw, IN Micro Area",80240.0,7492.0,70389.0,2359.0,69136.5,930.167,1483.0,458.0,702.667,37.667,Warsaw,1520.667
271,Indiana,6785528.0,554191.0,6231337.0,5965993.0,265344.0,265344.0,5243688.283,684523.15,186498.3,49370.85,60901.483,6354.933,6231336.999,192853.233,IN,"Washington, IN Micro Area",33381.0,2103.0,30581.0,697.0,30030.25,742.583,176.083,148.667,165.417,15.0,Washington,191.083
272,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Ames, IA Metro Area",125252.0,5741.0,114163.0,5348.0,106636.017,3764.35,6632.517,894.333,895.683,688.1,Ames,7320.617
273,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Burlington, IA-IL Micro Area",45297.0,1357.0,41981.0,1959.0,39747.533,2945.533,508.533,286.167,404.367,47.867,Burlington,556.4
274,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Carroll, IA Micro Area",20760.0,594.0,19783.0,383.0,19598.617,309.617,97.7,67.25,88.617,4.2,Carroll,101.9
275,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Cedar Rapids, IA Metro Area",276520.0,9870.0,254990.0,11660.0,236497.033,19124.533,6339.283,1900.267,2168.033,620.85,Cedar Rapids,6960.133000000001
276,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Clinton, IA Micro Area",46460.0,1539.0,43087.0,1834.0,42102.583,1708.25,348.167,321.917,421.583,18.5,Clinton,366.667
277,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Davenport-Moline-Rock Island, IA-IL Metro Area",384324.0,35572.0,331867.0,16885.0,297884.367,34576.783,10103.867,2656.833,3317.867,212.283,Davenport-Moline-Rock Island,10316.15
278,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Des Moines-West Des Moines, IA Metro Area",709466.0,57905.0,624883.0,26678.0,564282.067,43184.067,32829.65,5477.75,5104.15,683.317,Des Moines-West Des Moines,33512.967000000004
279,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Dubuque, IA Metro Area",99266.0,2977.0,93601.0,2688.0,88631.333,4581.0,1213.417,486.333,541.167,835.75,Dubuque,2049.167
280,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Fairfield, IA Micro Area",15663.0,610.0,14470.0,583.0,13699.367,460.367,551.533,154.833,167.7,19.2,Fairfield,570.7330000000001
281,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Fort Dodge, IA Micro Area",36999.0,2063.0,33647.0,1289.0,31986.633,2080.467,353.133,194.133,288.967,32.667,Fort Dodge,385.79999999999995
282,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Fort Madison-Keokuk, IA-IL-MO Micro Area",57809.0,1478.0,54237.0,2094.0,53831.833,1323.833,286.167,270.167,590.5,28.5,Fort Madison-Keokuk,314.667
283,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Iowa City, IA Metro Area",175419.0,11810.0,156809.0,6800.0,137645.25,13839.083,9551.917,1471.917,990.417,110.417,Iowa City,9662.333999999999
284,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Marshalltown, IA Micro Area",40105.0,9140.0,29982.0,983.0,27917.167,916.167,1596.0,164.333,334.167,37.167,Marshalltown,1633.167
285,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Mason City, IA Micro Area",50570.0,2454.0,46571.0,1545.0,45509.45,1167.283,666.867,294.417,317.117,160.867,Mason City,827.7339999999999
286,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Muscatine, IA Micro Area",43235.0,7769.0,34285.0,1181.0,33205.75,1237.0,471.083,256.0,294.417,1.75,Muscatine,472.833
287,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Omaha-Council Bluffs, NE-IA Metro Area",967604.0,111481.0,813872.0,42251.0,718416.783,80545.95,37910.233,7826.033,10157.717,1266.283,Omaha-Council Bluffs,39176.516
288,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Oskaloosa, IA Micro Area",22190.0,480.0,20983.0,727.0,20609.5,469.667,307.833,118.5,179.333,25.167,Oskaloosa,333.0
289,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Ottumwa, IA Micro Area",35437.0,4332.0,30032.0,1073.0,27787.417,1586.083,691.75,209.5,286.083,544.167,Ottumwa,1235.917
290,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Pella, IA Micro Area",33414.0,700.0,31771.0,943.0,31376.333,365.0,478.833,218.0,246.833,29.0,Pella,507.833
291,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Sioux City, IA-NE-SD Metro Area",149940.0,29014.0,115727.0,5199.0,103640.85,7828.35,4186.433,881.75,3497.85,890.767,Sioux City,5077.2
292,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Spencer, IA Micro Area",16384.0,704.0,15280.0,400.0,15221.833,140.667,133.333,71.5,109.833,2.833,Spencer,136.166
293,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Spirit Lake, IA Micro Area",17703.0,406.0,16905.0,392.0,16900.0,99.0,106.5,101.667,79.167,10.667,Spirit Lake,117.167
294,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Storm Lake, IA Micro Area",20823.0,5925.0,14546.0,352.0,11542.667,592.667,1932.5,125.667,82.0,622.5,Storm Lake,2555.0
295,Iowa,3190369.0,215986.0,2974383.0,2865710.0,108673.0,108673.0,2688981.683,146864.567,84490.067,20421.6,26250.55,7374.533,2974383.0,91864.6,IA,"Waterloo-Cedar Falls, IA Metro Area",168461.0,7104.0,155316.0,6041.0,139182.667,15174.25,4079.75,935.0,1079.667,905.667,Waterloo-Cedar Falls,4985.417
296,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"Atchison, KS Micro Area",16348.0,583.0,14923.0,842.0,14331.667,952.75,117.417,129.167,215.917,18.083,Atchison,135.5
297,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"Coffeyville, KS Micro Area",31486.0,2414.0,26337.0,2735.0,24875.75,1820.167,238.75,202.75,1894.333,40.25,Coffeyville,279.0
298,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"Dodge City, KS Micro Area",34287.0,19666.0,13931.0,690.0,12774.0,992.833,442.5,151.667,244.5,15.5,Dodge City,458.0
299,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"Emporia, KS Micro Area",34751.0,7478.0,26008.0,1265.0,25057.917,763.417,654.0,335.583,444.25,17.833,Emporia,671.833
300,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"Garden City, KS Micro Area",42453.0,21279.0,20140.0,1034.0,17369.183,1519.6,1586.35,273.5,406.017,19.35,Garden City,1605.6999999999998
301,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"Great Bend, KS Micro Area",25493.0,4127.0,20440.0,926.0,20363.333,386.333,106.333,166.833,339.5,3.667,Great Bend,110.0
302,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"Hays, KS Micro Area",28934.0,2016.0,25839.0,1079.0,25577.0,467.833,381.167,180.667,250.0,61.333,Hays,442.5
303,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"Hutchinson, KS Micro Area",61898.0,6096.0,53004.0,2798.0,51671.667,2153.25,460.0,398.833,1053.0,65.25,Hutchinson,525.25
304,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"Kansas City, MO-KS Metro Area",2192035.0,229233.0,1846992.0,115810.0,1554250.567,276524.4,75975.9,18998.533,31124.917,5927.683,Kansas City,81903.583
305,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"Lawrence, KS Metro Area",118785.0,8295.0,103228.0,7262.0,93674.833,6255.333,5347.833,1007.5,4066.333,138.167,Lawrence,5486.0
306,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"Liberal, KS Micro Area",21964.0,14406.0,7165.0,393.0,6108.25,669.417,554.0,61.167,154.75,10.417,Liberal,564.417
307,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"Manhattan, KS Metro Area",134046.0,14675.0,111619.0,7752.0,97310.0,12494.917,5641.917,1159.5,1875.0,889.667,Manhattan,6531.584000000001
308,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"McPherson, KS Micro Area",30223.0,1592.0,27448.0,1183.0,27089.717,628.883,271.3,256.933,364.883,19.283,McPherson,290.583
309,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"Ottawa, KS Micro Area",25996.0,1147.0,23499.0,1350.0,23470.333,457.667,146.833,189.667,571.0,13.5,Ottawa,160.333
310,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"Parsons, KS Micro Area",20184.0,939.0,17482.0,1763.0,16927.15,1076.4,127.983,129.233,968.417,15.817,Parsons,143.8
311,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"Pittsburg, KS Micro Area",38972.0,2716.0,33928.0,2328.0,33054.2,1214.7,543.283,295.75,943.867,204.2,Pittsburg,747.483
312,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"St. Joseph, MO-KS Metro Area",121467.0,6422.0,109243.0,5802.0,104166.667,6332.75,1460.5,840.333,1716.0,528.75,St. Joseph,1989.25
313,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"Salina, KS Micro Area",60038.0,6786.0,50113.0,3139.0,48258.15,2309.4,1319.9,403.25,889.9,71.4,Salina,1391.3000000000002
314,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"Topeka, KS Metro Area",233152.0,25832.0,193840.0,13480.0,179901.733,16232.9,3236.567,1553.5,6065.9,329.4,Topeka,3565.967
315,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"Wichita, KS Metro Area",647610.0,91517.0,518890.0,37203.0,456843.883,53228.717,26301.383,4829.417,13928.55,961.05,Wichita,27262.433
316,Kansas,2937880.0,382603.0,2555277.0,2406252.0,149025.0,149025.0,2191905.233,185362.233,96314.9,21875.067,55032.1,4787.467,2555277.0,101102.367,KS,"Winfield, KS Micro Area",34549.0,3971.0,28469.0,2109.0,27239.033,1107.4,585.15,202.367,1235.65,208.4,Winfield,793.55
