,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,age_binned,armed_3,armed_4,armed_7,count,month,year,quarter,state_name,PopEstimate2015,PopEstimate2016,PopEstimate2017,PopEstimate2018,PopEstimate2019,PopEstimate2020,PopEstimate2021
980,2018-11-03,shot,vehicle,33,M,Black,Danville,CA,True,other,Not fleeing,True,True,30-44,armed,other weapon,other weapon,1,11,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
981,2018-11-07,shot,gun,68,M,None,Corona,CA,False,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,11,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
982,2018-11-08,shot,gun,34,M,Hispanic,Charleston View,CA,False,attack,Foot,False,True,30-44,armed,gun,gun,1,11,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
983,2018-11-11,shot,gun,33,M,Hispanic,Hemet,CA,False,attack,Foot,False,True,30-44,armed,gun,gun,1,11,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
984,2018-11-12,shot,knife,33,M,Hispanic,Alpine,CA,False,other,Not fleeing,True,True,30-44,armed,other weapon,knife/cutting instrument,1,11,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
985,2018-11-12,tasered and shot,knife,63,M,White,Fresno,CA,True,attack,Not fleeing,True,True,60-75,armed,other weapon,knife/cutting instrument,1,11,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
986,2018-11-15,shot,straight edge razor,29,M,Hispanic,Hayward,CA,True,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,11,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
987,2018-11-15,shot,metal pipe,48,M,White,Paradise,CA,True,other,Car,False,True,45-59,armed,other weapon,other weapon,1,11,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
988,2018-11-18,shot,gun,33,M,None,Los Angeles,CA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,11,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
989,2018-11-21,shot,knife,24,M,Hispanic,Bell Gardens,CA,False,attack,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,11,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
990,2018-12-05,shot,gun,27,M,Hispanic,Napa,CA,True,attack,Foot,False,True,18-29,armed,gun,gun,1,12,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
991,2018-12-05,shot,gun,41,M,White,Martinez,CA,False,attack,Foot,False,True,30-44,armed,gun,gun,1,12,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
992,2018-12-06,shot,gun,42,M,White,Redding,CA,False,attack,Car,False,True,30-44,armed,gun,gun,1,12,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
993,2018-12-09,shot,toy weapon,23,M,Black,Torrance,CA,False,other,Not fleeing,True,True,18-29,unarmed,unarmed,toy weapon,1,12,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
994,2018-12-10,shot,knife,33,M,White,Redwood City,CA,True,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,12,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
995,2018-12-15,shot,knife,35,M,Hispanic,Hanford,CA,False,attack,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,12,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
996,2018-12-17,shot,gun,33,M,White,Natomas,CA,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,12,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
997,2018-12-20,shot,gun,33,M,None,Lake Elsinore,CA,False,attack,Car,False,True,30-44,armed,gun,gun,1,12,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
998,2018-12-21,shot,gun,57,M,Hispanic,Azusa,CA,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,12,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
999,2018-12-25,shot,vehicle,24,F,Hispanic,San Jose,CA,False,attack,Car,False,True,18-29,armed,other weapon,other weapon,1,12,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1000,2018-12-31,shot,knife,18,M,None,Van Nuys,CA,False,other,Not fleeing,True,True,Under 18,armed,other weapon,knife/cutting instrument,1,12,2018,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1001,2019-01-03,shot,gun,33,M,Hispanic,Visalia,CA,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1002,2019-01-05,shot,ax,29,M,Hispanic,Fresno,CA,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,1,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1003,2019-01-05,shot,gun,28,M,Hispanic,Lemon Grove,CA,False,other,Not fleeing,False,True,18-29,armed,gun,gun,1,1,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1004,2019-01-05,shot,gun,55,M,White,Santa Clara,CA,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,1,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1005,2019-01-06,shot,knife,33,M,None,Glen Valley,CA,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1006,2019-01-13,shot,unarmed,38,M,Hispanic,Calabasas,CA,False,other,Car,False,True,30-44,unarmed,unarmed,unarmed,1,1,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1007,2019-01-13,shot,gun,28,M,Hispanic,Cathedral City,CA,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,1,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1008,2019-01-14,shot,gun,45,M,Black,Linda,CA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1009,2019-01-14,shot,knife,38,M,Black,Vacaville,CA,False,attack,Foot,False,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1010,2019-01-15,shot,gun,48,M,White,Roseville,CA,False,attack,Car,False,True,45-59,armed,gun,gun,1,1,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1011,2019-01-28,shot,gun,52,M,None,Butte County,CA,False,attack,Car,False,True,45-59,armed,gun,gun,1,1,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1012,2019-01-28,tasered and shot,knife,45,M,White,Tehama County,CA,False,other,Other,False,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1013,2019-02-02,shot,knife,40,M,Black,Stockton,CA,False,attack,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1014,2019-02-07,shot,knife,58,M,White,Madera,CA,True,attack,Not fleeing,True,True,45-59,armed,other weapon,knife/cutting instrument,1,2,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1015,2019-02-07,shot,undetermined,29,M,White,Banning,CA,False,undetermined,Not fleeing,False,True,18-29,undetermined,undetermined,undetermined,1,2,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1016,2019-02-08,shot,unarmed,25,M,White,Bakersfield,CA,False,other,Not fleeing,False,True,18-29,unarmed,unarmed,unarmed,1,2,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1017,2019-02-09,shot,gun,21,M,Black,Vallejo,CA,False,other,Not fleeing,True,True,18-29,armed,gun,gun,1,2,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1018,2019-02-11,shot,gun,32,M,Asian,Redding,CA,False,attack,Foot,False,True,30-44,armed,gun,gun,1,2,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1019,2019-02-12,shot,gun,46,M,White,Fresno,CA,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,2,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1020,2019-02-14,shot,knife,47,M,Hispanic,Los Angeles,CA,False,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,2,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1021,2019-02-14,shot,gun,33,M,White,San Jose,CA,False,attack,Car,False,True,30-44,armed,gun,gun,1,2,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1022,2019-02-17,shot,gun,48,M,Hispanic,Napa Valley,CA,False,attack,Not fleeing,True,True,45-59,armed,gun,gun,1,2,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1023,2019-02-23,shot,gun,24,M,White,Victorville,CA,True,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,2,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1024,2019-03-01,shot,gun,20,F,Hispanic,Salinas,CA,False,other,Not fleeing,False,True,18-29,armed,gun,gun,1,3,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1025,2019-03-04,shot,gun,63,M,White,Rancho Mirage,CA,True,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,3,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1026,2019-03-05,shot,unarmed,21,F,Hispanic,Bakersfield,CA,False,other,Car,False,True,18-29,unarmed,unarmed,unarmed,1,3,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1027,2019-03-10,shot,gun,34,M,Native,Redding,CA,False,attack,Foot,False,True,30-44,armed,gun,gun,1,3,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1028,2019-03-10,shot,unknown weapon,31,M,Asian,San Bernardino,CA,True,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,3,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1029,2019-03-13,shot,vehicle,41,M,Black,Ashland,CA,False,attack,Car,True,True,30-44,armed,other weapon,other weapon,1,3,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1030,2019-03-16,shot,gun,48,M,White,Palmdale,CA,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,3,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1031,2019-03-21,shot,gun,19,M,Black,Modesto,CA,False,undetermined,Car,False,True,18-29,armed,gun,gun,1,3,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1032,2019-03-27,shot,sword,30,M,Black,Inglewood,CA,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,3,2019,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1033,2019-04-02,shot,unarmed,48,M,White,Redding,CA,True,attack,Not fleeing,False,True,45-59,unarmed,unarmed,unarmed,1,4,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1034,2019-04-03,shot,gun,50,M,Hispanic,San Diego,CA,True,attack,Not fleeing,True,True,45-59,armed,gun,gun,1,4,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1035,2019-04-04,shot,gun,30,M,Hispanic,Anaheim,CA,False,other,Not fleeing,False,True,18-29,armed,gun,gun,1,4,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1036,2019-04-10,shot,gun,21,M,Hispanic,Indio,CA,False,other,Not fleeing,False,True,18-29,armed,gun,gun,1,4,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1037,2019-04-12,shot,knife,54,M,Asian,Richmond,CA,False,attack,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,4,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1038,2019-04-14,shot,gun,47,M,White,Los Angeles,CA,False,undetermined,Foot,False,True,45-59,armed,gun,gun,1,4,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1039,2019-04-14,tasered and shot,walking stick,42,M,Native,Red Bluff,CA,True,other,Foot,False,True,30-44,armed,other weapon,other weapon,1,4,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1040,2019-04-18,shot,gun,30,M,White,Fremont,CA,False,attack,Not fleeing,True,True,18-29,armed,gun,gun,1,4,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1041,2019-04-22,shot,gun,32,M,Hispanic,Los Angeles,CA,False,attack,Not fleeing,True,True,30-44,armed,gun,gun,1,4,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1042,2019-04-25,shot,gun,23,M,None,Lemoore,CA,False,attack,Car,False,True,18-29,armed,gun,gun,1,4,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1043,2019-04-30,shot,gun,33,M,Hispanic,Los Angeles,CA,False,attack,Foot,False,True,30-44,armed,gun,gun,1,4,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1044,2019-04-30,shot,knife,33,M,None,Perris,CA,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,4,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1045,2019-05-04,shot,vehicle,33,M,None,San Jose,CA,False,attack,Car,True,True,30-44,armed,other weapon,other weapon,1,5,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1046,2019-05-04,shot,baseball bat,35,M,Asian,Stockton,CA,False,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,5,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1047,2019-05-07,shot,gun,32,M,Hispanic,Goleta,CA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,5,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1048,2019-05-09,shot,gun,49,M,Hispanic,Montebello,CA,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,5,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1049,2019-05-13,shot,knife,36,M,Black,Gardena,CA,False,attack,Not fleeing,True,True,30-44,armed,other weapon,knife/cutting instrument,1,5,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1050,2019-05-17,shot,gun,36,M,Black,Pasadena,CA,False,attack,Not fleeing,True,True,30-44,armed,gun,gun,1,5,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1051,2019-05-18,shot,knife,20,M,Hispanic,Garden Grove,CA,True,attack,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,5,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1052,2019-05-19,shot,unknown weapon,59,M,Hispanic,Huron,CA,False,attack,Not fleeing,False,True,45-59,armed,other weapon,other weapon,1,5,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1053,2019-05-21,shot,hammer,21,M,Hispanic,Los Angeles,CA,False,other,Not fleeing,False,True,18-29,armed,other weapon,other weapon,1,5,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1054,2019-05-30,shot,gun and knife,33,F,Hispanic,Ontario,CA,True,other,Not fleeing,True,True,30-44,armed,gun,gun,1,5,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1055,2019-06-01,shot,gun,27,M,White,Anderson,CA,False,other,Not fleeing,False,True,18-29,armed,gun,gun,1,6,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1056,2019-06-02,shot,crowbar,23,M,Black,Walnut Creek,CA,True,attack,Not fleeing,True,True,18-29,armed,other weapon,other weapon,1,6,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1057,2019-06-03,shot,gun,23,M,White,San Ysidro,CA,True,attack,Car,False,True,18-29,armed,gun,gun,1,6,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1058,2019-06-05,shot,gun,39,M,White,Escalon,CA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,6,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1059,2019-06-06,shot,unarmed,24,M,Black,Los Angeles,CA,False,other,Car,False,True,18-29,unarmed,unarmed,unarmed,1,6,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1060,2019-06-06,shot,sharp object,41,M,Hispanic,Los Angeles,CA,False,other,Not fleeing,True,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1061,2019-06-06,shot,gun,27,M,Black,Los Angeles,CA,False,other,Not fleeing,False,True,18-29,armed,gun,gun,1,6,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1062,2019-06-06,shot,gun,33,M,Hispanic,Modesto,CA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,6,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1063,2019-06-06,shot,gun,35,M,Hispanic,San Gabriel,CA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,6,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1064,2019-06-08,shot,ax,33,F,Hispanic,Fresno,CA,True,attack,Not fleeing,True,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1065,2019-06-09,shot,gun,32,M,Hispanic,Menifee,CA,False,attack,Car,False,True,30-44,armed,gun,gun,1,6,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1066,2019-06-11,shot,toy weapon,56,M,None,San Leandro,CA,True,other,Not fleeing,False,True,45-59,unarmed,unarmed,toy weapon,1,6,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1067,2019-06-11,shot,gun,52,M,None,Riverside,CA,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,6,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1068,2019-06-14,shot,undetermined,33,M,None,Delano,CA,False,undetermined,Foot,False,True,30-44,undetermined,undetermined,undetermined,1,6,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1069,2019-06-22,shot,gun,26,M,Hispanic,Big Sur,CA,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,6,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1070,2019-06-27,shot,unarmed,18,M,Hispanic,Los Angeles,CA,False,other,Not fleeing,False,True,Under 18,unarmed,unarmed,unarmed,1,6,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1071,2019-06-27,shot,gun,41,M,Hispanic,Yucca Valley,CA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,6,2019,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1072,2019-07-03,shot,unarmed,49,M,Asian,Chino,CA,False,other,Not fleeing,True,True,45-59,unarmed,unarmed,unarmed,1,7,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1073,2019-07-05,shot,toy weapon,17,F,White,Anaheim,CA,True,attack,Not fleeing,True,True,Under 18,unarmed,unarmed,toy weapon,1,7,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1074,2019-07-05,shot,unarmed,21,M,White,Oak View,CA,False,attack,Not fleeing,False,True,18-29,unarmed,unarmed,unarmed,1,7,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1075,2019-07-09,shot,undetermined,36,M,Hispanic,Bakersfield,CA,False,undetermined,Not fleeing,False,True,30-44,undetermined,undetermined,undetermined,1,7,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1076,2019-07-09,shot,gun,26,M,White,Citrus Heights,CA,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,7,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1077,2019-07-09,tasered and shot,knife,36,M,None,Rancho Mirage,CA,True,attack,Not fleeing,True,True,30-44,armed,other weapon,knife/cutting instrument,1,7,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1078,2019-07-10,shot,knife,32,M,Black,Adelanto,CA,False,attack,Foot,False,True,30-44,armed,other weapon,knife/cutting instrument,1,7,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1079,2019-07-16,shot,knife,52,M,Hispanic,Chino Hills,CA,False,attack,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,7,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1080,2019-07-17,shot,toy weapon,52,M,Black,Modesto,CA,False,attack,Not fleeing,True,True,45-59,unarmed,unarmed,toy weapon,1,7,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1081,2019-08-01,shot,gun,21,M,Black,Los Angeles,CA,False,attack,Foot,False,True,18-29,armed,gun,gun,1,8,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1082,2019-08-05,shot,vehicle,19,M,Hispanic,Bakersfield,CA,False,other,Car,False,True,18-29,armed,other weapon,other weapon,1,8,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1083,2019-08-09,shot,knife,33,M,None,Beaumont,CA,False,attack,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,8,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1084,2019-08-12,shot,gun,49,M,White,Riverside,CA,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,8,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1085,2019-08-18,shot,gun,33,M,Hispanic,Los Angeles,CA,False,attack,Foot,True,True,30-44,armed,gun,gun,1,8,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1086,2019-08-19,shot,gun,39,M,Hispanic,Los Angeles,CA,False,attack,Foot,False,True,30-44,armed,gun,gun,1,8,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1087,2019-08-19,shot,vehicle,33,M,None,Fullerton,CA,False,attack,Car,True,True,30-44,armed,other weapon,other weapon,1,8,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1088,2019-08-21,shot,undetermined,50,M,Hispanic,Stanton,CA,False,undetermined,Not fleeing,False,True,45-59,undetermined,undetermined,undetermined,1,8,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1089,2019-08-22,shot,undetermined,33,M,None,Westminster,CA,False,other,Car,False,True,30-44,undetermined,undetermined,undetermined,1,8,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1090,2019-08-24,shot,shovel,52,M,Hispanic,El Cerrito,CA,True,attack,Not fleeing,True,True,45-59,armed,other weapon,other weapon,1,8,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1091,2019-08-27,shot,gun,67,M,None,Stockton,CA,False,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,8,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1092,2019-09-04,shot,knife,62,M,None,Victorville,CA,True,other,Not fleeing,False,True,60-75,armed,other weapon,knife/cutting instrument,1,9,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1093,2019-09-06,shot,gun,42,M,Black,Glendora,CA,False,other,Foot,False,True,30-44,armed,gun,gun,1,9,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1094,2019-09-12,shot,piece of wood,35,M,Hispanic,Santa Clarita,CA,True,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,9,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1095,2019-09-19,shot,pellet gun,18,M,Black,Long Beach,CA,False,attack,Not fleeing,False,True,Under 18,armed,other weapon,air/bb/pellet guns,1,9,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1096,2019-09-23,shot,gun,63,M,Hispanic,Los Angeles,CA,False,other,Not fleeing,False,True,60-75,armed,gun,gun,1,9,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1097,2019-09-26,shot,vehicle,33,M,None,La Habra,CA,False,attack,Car,False,True,30-44,armed,other weapon,other weapon,1,9,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1098,2019-09-30,shot,gun and car,36,M,White,Yucca Valley,CA,False,attack,Car,False,True,30-44,armed,gun,gun,1,9,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1099,2019-10-06,shot,Airsoft pistol,55,M,None,Herald,CA,False,other,Not fleeing,False,True,45-59,armed,other weapon,air/bb/pellet guns,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1100,2019-10-06,shot,knife,37,M,Hispanic,Los Angeles,CA,True,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1101,2019-10-06,shot,gun,55,M,Black,Sacramento,CA,False,other,Not fleeing,True,True,45-59,armed,gun,gun,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1102,2019-10-10,shot,vehicle,48,M,White,Los Angeles,CA,False,other,Car,False,True,45-59,armed,other weapon,other weapon,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1103,2019-10-12,shot,gun,21,M,Black,El Monte,CA,False,attack,Foot,False,True,18-29,armed,gun,gun,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1104,2019-10-15,shot,unarmed,30,M,White,Hope Ranch,CA,False,other,Not fleeing,False,True,18-29,unarmed,unarmed,unarmed,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1105,2019-10-16,shot,gun,21,M,Black,Sherman Oaks,CA,False,other,Not fleeing,False,True,18-29,armed,gun,gun,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1106,2019-10-22,shot,sharp object,55,M,Asian,Carson,CA,False,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1107,2019-10-23,shot,gun,44,M,Black,Long Beach,CA,False,attack,Not fleeing,True,True,30-44,armed,gun,gun,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1108,2019-10-26,shot,baseball bat,33,M,None,Imperial County,CA,False,other,Foot,False,True,30-44,armed,other weapon,other weapon,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1109,2019-10-27,shot,gun,25,M,Black,Carmichael,CA,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1110,2019-10-27,tasered and shot,crowbar,42,M,Hispanic,Porterville,CA,True,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1111,2019-10-30,shot,knife,67,M,None,San Jose,CA,False,other,Not fleeing,False,True,60-75,armed,other weapon,knife/cutting instrument,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1112,2019-10-30,shot,gun,33,M,Asian,Fresno,CA,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
