,date,manner_of_death,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,age_binned,armed_3,armed_4,armed_7,count,month,year,quarter,state_name,PopEstimate2015,PopEstimate2016,PopEstimate2017,PopEstimate2018,PopEstimate2019,PopEstimate2020,PopEstimate2021
2799,2018-02-21,shot,22,M,Black,Stratford,TX,False,other,Car,False,True,18-29,unarmed,unarmed,unarmed,1,2,2018,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2800,2018-02-27,shot,29,M,Black,Dallas,TX,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,2,2018,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2802,2018-03-06,shot,70,M,White,Shelbyville,TX,False,other,Not fleeing,False,True,60-75,armed,gun,gun,1,3,2018,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2803,2018-03-07,shot,84,F,White,Bexar County,TX,False,other,Not fleeing,False,True,Over 75,unarmed,unarmed,unarmed,1,3,2018,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2804,2018-03-07,tasered and shot,46,M,Hispanic,Austin,TX,True,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,3,2018,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2805,2018-03-09,shot,38,M,Asian,Arlington,TX,False,attack,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,3,2018,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2806,2018-03-11,shot,57,M,Hispanic,Midland,TX,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,3,2018,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2809,2018-03-21,shot,18,M,Hispanic,Littlefield,TX,False,attack,Foot,False,True,Under 18,armed,other weapon,knife/cutting instrument,1,3,2018,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2810,2018-03-22,shot,35,M,Black,Greenspoint,TX,True,attack,Not fleeing,False,True,30-44,unarmed,unarmed,unarmed,1,3,2018,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2811,2018-03-23,shot,29,M,White,Abilene,TX,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,3,2018,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2812,2018-03-23,shot,20,M,Hispanic,Childress,TX,False,attack,Foot,False,True,18-29,armed,gun,gun,1,3,2018,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2813,2018-03-25,shot,28,M,Hispanic,Austin,TX,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,3,2018,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2814,2018-03-29,shot,44,M,Hispanic,Pasadena,TX,True,attack,Other,True,True,30-44,armed,gun,gun,1,3,2018,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2815,2018-04-01,shot,33,M,Hispanic,San Antonio,TX,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,4,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2816,2018-04-01,shot,23,M,Hispanic,Brownsville,TX,True,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,4,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2817,2018-04-04,shot,34,M,Hispanic,Corpus Christi,TX,False,other,Foot,False,True,30-44,armed,gun,gun,1,4,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2818,2018-04-13,shot,34,M,White,Waco,TX,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,4,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2819,2018-04-24,shot,44,M,Hispanic,San Antonio,TX,False,other,Foot,False,True,30-44,armed,gun,gun,1,4,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2822,2018-04-25,shot,37,M,Black,Grand Prairie,TX,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,4,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2825,2018-05-01,shot,49,M,White,League City,TX,False,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,5,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2826,2018-05-02,shot,67,M,Black,Dallas,TX,False,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,5,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2827,2018-05-03,shot,28,M,White,Sandia,TX,False,attack,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,5,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2829,2018-05-14,shot,36,M,Hispanic,San Antonio,TX,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,5,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2830,2018-05-18,shot,29,M,Hispanic,Laredo,TX,False,other,Not fleeing,False,True,18-29,armed,other weapon,other weapon,1,5,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2831,2018-05-22,shot,49,M,Hispanic,Mathis,TX,False,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,5,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2832,2018-05-23,shot,20,F,Hispanic,Rio Bravo,TX,False,attack,Not fleeing,False,True,18-29,unarmed,unarmed,unarmed,1,5,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2833,2018-05-25,shot,29,M,White,Dumas,TX,False,attack,Not fleeing,False,True,18-29,armed,other weapon,other weapon,1,5,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2834,2018-05-26,shot,51,M,White,Silsbee,TX,False,other,Not fleeing,False,True,45-59,armed,gun,gun,1,5,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2835,2018-06-05,shot,55,M,Hispanic,Pearland,TX,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,6,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2836,2018-06-07,shot,20,F,White,Austin,TX,False,other,Not fleeing,True,True,18-29,armed,other weapon,knife/cutting instrument,1,6,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2837,2018-06-09,shot,49,M,White,Temple,TX,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,6,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2838,2018-06-25,shot,18,M,Hispanic,Galveston,TX,False,other,Not fleeing,False,True,Under 18,armed,other weapon,other weapon,1,6,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2839,2018-06-25,shot,29,M,White,Garland,TX,False,attack,Car,False,True,18-29,armed,gun,gun,1,6,2018,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2840,2018-07-10,shot,40,M,White,Garland,TX,False,attack,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,7,2018,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2841,2018-07-11,shot,45,F,White,Willis,TX,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,7,2018,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2842,2018-07-13,shot,25,M,Hispanic,Dilley,TX,False,attack,Not fleeing,True,True,18-29,armed,gun,gun,1,7,2018,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2843,2018-07-15,shot,34,M,White,Alvin,TX,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,7,2018,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2844,2018-07-18,shot,34,M,White,Pattison,TX,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,7,2018,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2845,2018-07-20,shot,19,M,White,San Antonio,TX,False,attack,Foot,False,True,18-29,armed,gun,gun,1,7,2018,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2846,2018-07-25,shot,34,M,Hispanic,Amarillo,TX,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,7,2018,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2847,2018-08-01,shot,35,M,Hispanic,Hereford,TX,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,8,2018,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2848,2018-08-17,tasered and shot,21,M,Black,Austin,TX,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,8,2018,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2849,2018-08-29,shot,17,M,Black,Houston,TX,False,attack,Car,False,True,Under 18,armed,other weapon,other weapon,1,8,2018,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2850,2018-09-01,shot,24,M,Black,Arlington,TX,False,attack,Car,False,True,18-29,armed,other weapon,other weapon,1,9,2018,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2851,2018-09-09,tasered and shot,39,F,Black,Missouri City,TX,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,9,2018,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2852,2018-10-10,shot,76,M,White,El Paso,TX,False,attack,Not fleeing,False,True,Over 75,armed,gun,gun,1,10,2018,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2853,2018-10-17,shot,18,M,Black,San Antonio,TX,False,other,Not fleeing,False,True,Under 18,unarmed,unarmed,unarmed,1,10,2018,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2855,2018-10-20,shot,35,M,White,Paris,TX,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,10,2018,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2856,2018-10-27,shot,30,M,Black,Houston,TX,True,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,10,2018,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2857,2018-10-31,shot,17,M,Hispanic,Houston,TX,False,attack,Car,True,True,Under 18,unarmed,unarmed,toy weapon,1,10,2018,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2862,2018-12-28,shot,35,M,Black,Port Arthur,TX,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,12,2018,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2863,2018-12-30,shot,49,M,White,Llano,TX,False,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,12,2018,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2864,2019-01-02,shot,33,M,White,San Antonio,TX,False,attack,Other,False,True,30-44,armed,other weapon,other weapon,1,1,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2865,2019-01-03,shot,39,M,Hispanic,San Antonio,TX,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2866,2019-01-04,shot,39,M,White,Amarillo,TX,False,attack,Car,False,True,30-44,armed,other weapon,other weapon,1,1,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2867,2019-01-04,shot,27,M,White,San Marcos,TX,False,other,Car,False,True,18-29,unarmed,unarmed,toy weapon,1,1,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2868,2019-01-04,shot,32,M,Black,Houston,TX,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2869,2019-01-06,shot,38,M,Asian,Houston,TX,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2871,2019-01-11,shot,20,M,Black,Arlington,TX,False,attack,Foot,False,True,18-29,armed,gun,gun,1,1,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2873,2019-01-14,shot,25,M,Hispanic,El Paso,TX,False,other,Foot,False,True,18-29,armed,gun,gun,1,1,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2874,2019-01-14,shot,33,M,White,Odessa,TX,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2876,2019-01-28,shot,58,F,White,Houston,TX,False,attack,Not fleeing,False,True,45-59,unarmed,unarmed,unarmed,1,1,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2877,2019-01-28,shot,59,M,White,Houston,TX,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,1,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2878,2019-01-29,shot,27,M,Hispanic,Austin,TX,True,attack,Car,True,True,18-29,armed,gun,gun,1,1,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2879,2019-01-30,shot,52,M,White,Midland,TX,False,attack,Not fleeing,False,True,45-59,armed,other weapon,other weapon,1,1,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2881,2019-02-07,shot,38,M,White,Snyder,TX,False,undetermined,Not fleeing,False,True,30-44,unarmed,unarmed,unarmed,1,2,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2882,2019-02-12,shot,20,M,Black,Cinco Ranch,TX,False,attack,Car,False,True,18-29,armed,gun,gun,1,2,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2883,2019-02-12,shot,19,M,Black,Cinco Ranch,TX,False,attack,Car,False,True,18-29,armed,gun,gun,1,2,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2884,2019-02-22,shot,36,M,Hispanic,Poteet,TX,False,other,Car,False,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2885,2019-02-23,shot,28,M,White,Carrollton,TX,False,attack,Car,True,True,18-29,armed,gun,gun,1,2,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2886,2019-02-27,shot,40,M,Black,Killeen,TX,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,2,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2887,2019-03-01,tasered and shot,29,M,Hispanic,Fairfield,TX,False,other,Not fleeing,False,True,18-29,unarmed,unarmed,unarmed,1,3,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2889,2019-03-04,shot,27,M,Hispanic,San Antonio,TX,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,3,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2890,2019-03-04,shot,17,M,Hispanic,San Antonio,TX,False,attack,Car,False,True,Under 18,armed,gun,gun,1,3,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2891,2019-03-09,shot,59,M,White,Quanah,TX,False,undetermined,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,3,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2892,2019-03-09,shot,30,M,Black,Monahans,TX,True,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,3,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2893,2019-03-20,shot,26,F,White,San Antonio,TX,True,attack,Not fleeing,False,True,18-29,unarmed,unarmed,toy weapon,1,3,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2894,2019-03-27,shot,25,M,White,Burnet,TX,False,attack,Not fleeing,True,True,18-29,armed,other weapon,other weapon,1,3,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2895,2019-03-27,shot,40,M,Hispanic,Cochran County,TX,False,attack,Car,False,True,30-44,armed,gun,gun,1,3,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2896,2019-03-28,shot,42,M,Hispanic,San Antonio,TX,False,other,Car,False,True,30-44,armed,gun,gun,1,3,2019,1,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2899,2019-04-11,shot,34,M,Black,Boerne,TX,False,attack,Foot,False,True,30-44,unarmed,unarmed,unarmed,1,4,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2900,2019-04-14,shot,27,M,White,Dalhart,TX,False,other,Foot,False,True,18-29,armed,gun,gun,1,4,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2901,2019-04-22,shot,46,M,White,Watauga,TX,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,4,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2902,2019-04-28,shot,45,M,Hispanic,Austin,TX,True,other,Not fleeing,True,True,30-44,armed,gun,gun,1,4,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2903,2019-05-02,shot,37,M,Hispanic,Cedar Hill,TX,False,other,Car,False,True,30-44,armed,gun,gun,1,5,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2904,2019-05-13,shot,45,F,Black,Baytown,TX,False,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,5,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2905,2019-05-16,shot,58,F,White,New Boston,TX,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,5,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2906,2019-05-24,shot,35,M,Hispanic,Houston,TX,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,5,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2908,2019-05-30,shot,22,M,Hispanic,Amarillo,TX,False,attack,Foot,False,True,18-29,armed,gun,gun,1,5,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2909,2019-06-01,shot,38,M,White,Fort Worth,TX,True,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,6,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2910,2019-06-09,shot,20,M,Black,Fort Worth,TX,False,other,Foot,False,True,18-29,armed,gun,gun,1,6,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2911,2019-06-11,shot,61,M,White,Hopkins County,TX,False,other,Not fleeing,False,True,60-75,armed,other weapon,other weapon,1,6,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2912,2019-06-12,shot,35,M,Hispanic,Farmers Branch,TX,False,other,Car,False,True,30-44,unarmed,unarmed,unarmed,1,6,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2914,2019-06-17,shot,20,M,Hispanic,Brownsville,TX,False,attack,Car,False,True,18-29,armed,other weapon,other weapon,1,6,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2915,2019-06-17,shot,22,M,White,Dallas,TX,True,attack,Foot,False,True,18-29,armed,gun,gun,1,6,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2916,2019-06-20,shot,33,M,Hispanic,Mission,TX,True,attack,Foot,False,True,30-44,armed,gun,gun,1,6,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2917,2019-06-24,shot,34,M,White,Seminole,TX,False,attack,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2918,2019-06-25,shot,35,M,Hispanic,San Antonio,TX,True,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2920,2019-06-28,shot,40,M,White,Bacliff,TX,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,6,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2921,2019-06-29,shot,61,M,White,Denton County,TX,False,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,6,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2922,2019-06-29,shot,61,M,White,Lantana,TX,False,attack,Not fleeing,True,True,60-75,armed,gun,gun,1,6,2019,2,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2923,2019-07-03,shot,38,F,Hispanic,El Paso,TX,False,attack,Not fleeing,False,True,30-44,unarmed,unarmed,toy weapon,1,7,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2924,2019-07-14,shot,30,M,Black,Dallas,TX,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,7,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2925,2019-07-16,shot,36,M,White,Lake Jackson,TX,False,attack,Car,False,True,30-44,armed,gun,gun,1,7,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2926,2019-07-16,shot,40,F,White,Lake Jackson,TX,False,attack,Car,False,True,30-44,armed,gun,gun,1,7,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2927,2019-07-18,shot,19,M,Black,Fort Worth,TX,False,attack,Not fleeing,True,True,18-29,armed,gun,gun,1,7,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2928,2019-07-19,shot,39,M,White,League City,TX,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,7,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2931,2019-07-31,shot,34,M,Hispanic,San Antonio,TX,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,7,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2932,2019-07-31,tasered and shot,46,M,Asian,Austin,TX,True,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,7,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2933,2019-08-01,shot,30,F,White,Arlington,TX,False,other,Not fleeing,False,True,18-29,unarmed,unarmed,unarmed,1,8,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2934,2019-08-07,shot,18,M,Black,Longview,TX,False,attack,Not fleeing,False,True,Under 18,armed,gun,gun,1,8,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2935,2019-08-09,shot,52,M,Hispanic,Garland,TX,False,attack,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,8,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2937,2019-08-17,shot,27,M,Black,Dallas,TX,False,attack,Car,True,True,18-29,armed,gun,gun,1,8,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2938,2019-08-21,shot,18,M,Black,Fort Worth,TX,False,attack,Foot,True,True,Under 18,armed,gun,gun,1,8,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2939,2019-08-31,shot,36,M,White,Odessa,TX,True,attack,Car,False,True,30-44,armed,gun,gun,1,8,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2940,2019-09-02,shot,17,M,White,Kerrville,TX,False,other,Not fleeing,False,True,Under 18,armed,other weapon,knife/cutting instrument,1,9,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2941,2019-09-07,shot,40,M,White,Nacogdoches,TX,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,9,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2942,2019-09-12,shot,34,M,Black,Houston,TX,False,attack,Foot,False,True,30-44,armed,gun,gun,1,9,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2944,2019-09-14,shot,31,M,Black,Arlington,TX,True,attack,Not fleeing,True,True,30-44,unarmed,unarmed,toy weapon,1,9,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2945,2019-09-14,shot,33,M,Hispanic,Plainview,TX,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,9,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2947,2019-09-16,shot,37,M,White,Sanger,TX,False,attack,Foot,False,True,30-44,armed,gun,gun,1,9,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2949,2019-09-22,shot,74,M,White,Austin,TX,False,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,9,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2951,2019-09-29,tasered and shot,37,M,White,Longview,TX,False,attack,Foot,False,True,30-44,unarmed,unarmed,unarmed,1,9,2019,3,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2952,2019-10-05,shot,33,M,White,Carrollton,TX,False,attack,Not fleeing,False,True,30-44,armed,other weapon,air/bb/pellet guns,1,10,2019,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2953,2019-10-07,shot,31,M,White,Kountze,TX,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,10,2019,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2954,2019-10-08,shot,37,M,Black,Beaumont,TX,False,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,10,2019,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2955,2019-10-12,shot,28,F,Black,Fort Worth,TX,False,other,Not fleeing,True,True,18-29,unarmed,unarmed,unarmed,1,10,2019,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2956,2019-10-13,shot,22,M,Hispanic,Corpus Christi,TX,True,other,Not fleeing,True,True,18-29,armed,other weapon,other weapon,1,10,2019,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2957,2019-10-19,shot,34,M,White,Palestine,TX,False,attack,Other,False,True,30-44,armed,gun,gun,1,10,2019,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2958,2019-10-23,shot,34,M,White,Sweetwater,TX,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,10,2019,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2959,2019-10-23,shot,47,M,White,El Paso,TX,False,attack,Car,False,True,45-59,armed,other weapon,other weapon,1,10,2019,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2960,2019-11-01,shot,38,M,Hispanic,Odessa,TX,False,attack,Car,False,True,30-44,armed,gun,gun,1,11,2019,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2961,2019-11-05,tasered and shot,45,M,White,Willis,TX,False,other,Car,False,True,30-44,armed,other weapon,knife/cutting instrument,1,11,2019,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2962,2019-11-06,shot,34,M,Hispanic,San Antonio,TX,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,11,2019,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2963,2019-11-14,shot,52,M,White,Beaumont,TX,False,attack,Not fleeing,False,True,45-59,armed,other weapon,other weapon,1,11,2019,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2964,2019-12-02,shot,28,M,Black,Temple,TX,False,undetermined,Not fleeing,False,True,18-29,unarmed,unarmed,unarmed,1,12,2019,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
2965,2019-12-05,shot,31,M,Black,Marshall,TX,False,attack,Foot,False,True,30-44,armed,other weapon,other weapon,1,12,2019,4,Texas,27470056,27914410,28295273,28628666,28995881,29217653,29527941
